76,242,963,2194,3726,5644,7088,6143,3611,1489,362,70,12,0,0,0,0,0,0,0,2,24,277,1507,7293,880877,14,53,157,535,1132,2168,3753,5075,6271,5927,4464,1637,363,65,5,1,0,0,0,0,0,5,139,993,5346,883497,12432,4948,3199,2463,2519,2392,1892,1078,475,163,48,9,2,0,0,1,8,20,45,126,262,583,1336,3355,8295,875949
47,236,924,3064,5204,7348,8040,6034,3584,1508,433,64,8,0,0,0,0,0,0,0,1,34,238,1395,6646,876792,3,26,112,552,2288,3899,4650,4232,4921,6423,6018,2668,593,98,11,0,0,0,0,0,0,13,90,781,4379,879843,13295,6806,4539,4369,3191,1831,1276,702,330,101,45,8,1,0,0,3,9,19,82,144,372,718,1488,3373,7461,871437
221,970,3866,10264,21963,26731,32553,40981,46495,24584,7087,1408,192,17,4,0,0,0,0,0,1,46,659,4472,22112,1828974,67,365,1302,4482,10181,19517,22188,26482,33553,44453,39361,12359,2627,366,31,2,0,0,0,0,1,29,320,3097,17167,1835650,80562,44788,29983,18661,13611,11786,9387,5486,2246,623,174,26,2,2,2,15,59,174,441,928,1979,3802,7374,14227,28026,1799236
67,293,1090,4083,8482,14318,19525,30832,39596,22590,6659,1325,200,16,0,0,0,0,0,0,0,33,504,3559,17800,1902628,28,146,534,1710,4693,7946,12384,15240,24035,37347,33015,9643,2033,292,29,1,0,0,0,0,0,18,297,2701,14864,1906644,41490,40457,27455,14860,10505,6294,3962,2277,1121,453,159,35,8,1,3,20,39,145,398,843,1925,3597,6753,12394,23138,1875268
139,658,2828,8564,15428,20094,28335,48766,68859,34695,10558,2094,303,18,0,0,0,0,0,0,1,58,799,5816,29292,1796295,52,374,1237,3943,9971,13567,16848,20735,34579,64198,54393,17122,3754,531,34,1,0,0,0,0,0,32,475,4357,24276,1803121,80747,57765,43153,23117,13936,9492,6405,3751,1894,759,257,47,15,4,3,25,57,240,655,1471,3205,5879,11347,20594,37566,1751216
5,18,72,173,237,474,1594,3103,5104,3491,1126,249,45,0,0,0,0,0,0,0,0,11,112,896,4562,900328,1,16,55,157,248,270,534,1631,3077,5195,3321,936,219,28,3,0,0,0,0,0,0,6,88,726,4130,900959,2496,3237,2819,2100,1621,1307,979,670,289,127,38,7,1,0,0,2,9,10,23,78,239,529,1313,2920,6332,894454
217,718,2457,4636,6318,9507,13850,14837,8498,3162,1266,1601,243,9,0,0,0,0,0,0,2,35,291,1998,9353,842602,26,167,592,1654,3731,4968,6159,7780,11243,13790,11852,4300,904,137,16,0,0,0,0,0,0,11,117,1111,6153,846889,32656,12490,6188,4655,3932,3130,2252,1276,536,152,45,6,1,0,1,5,13,43,120,220,533,1008,2214,4708,10269,835147
208,760,1981,3463,6024,11059,19313,16365,7750,2684,775,129,14,1,0,0,0,0,0,0,1,24,267,1534,7511,841737,35,160,600,1639,2902,4275,5213,6575,10989,17167,15565,4399,827,170,10,0,0,0,0,0,0,5,117,872,4722,845358,27213,21008,7955,4502,3742,3020,1879,761,308,100,32,4,2,0,1,5,12,41,99,228,487,898,1880,3745,7820,835858
19,191,1446,4303,6705,8869,11032,9262,5097,1987,549,99,20,2,0,0,0,0,0,0,1,19,180,1037,5113,865669,4,17,56,899,3047,4841,5908,6548,7201,8792,8363,3089,678,122,14,2,0,0,0,0,0,4,64,575,3332,868044,24411,9256,4674,3538,3263,2518,1147,499,202,54,17,2,0,0,1,3,2,23,56,145,382,725,1392,2775,6020,860495
18,92,255,760,1657,3233,4583,6052,8784,5168,1492,345,47,1,0,0,0,0,0,0,1,15,153,1259,6342,881343,11,64,220,518,1020,1854,3316,4238,5621,7728,5929,1589,341,37,1,0,0,0,0,0,0,5,117,1005,5451,882535,4685,7212,7178,4541,3239,2472,1592,922,423,159,55,9,0,0,0,1,6,25,74,170,425,995,2071,4289,9153,871904
14,67,266,855,1805,3020,5241,9755,11150,8173,2669,647,104,15,1,0,0,0,0,0,1,18,166,1280,6455,869898,8,52,161,501,1070,1817,3167,5733,8995,10662,8386,2567,545,107,10,1,0,0,0,0,0,8,145,1061,5889,870715,11912,10599,6549,3972,3910,3108,2033,1051,413,160,58,13,4,0,0,4,13,41,95,219,497,981,1966,4187,9092,860723
14,56,191,493,1189,2547,4932,7504,8696,6197,2351,523,85,7,0,0,0,0,0,0,2,14,177,1399,6828,878395,8,51,156,409,763,1529,2595,4734,6804,8761,6387,2094,441,51,2,0,0,0,0,0,1,5,117,1146,6165,879381,4774,7787,7449,4752,3990,2886,1666,851,422,135,57,10,6,0,0,2,12,23,91,205,552,1159,2416,4888,9924,867543
13,68,203,970,2538,4531,9080,18028,12933,5574,1459,299,62,5,0,0,0,0,0,0,2,22,185,1294,6413,857921,7,48,140,439,1322,2471,4328,7430,15549,13729,7689,2085,444,75,7,0,0,0,0,0,0,11,109,973,5244,859500,11818,14616,11683,5361,4172,4074,2192,1125,516,155,40,11,0,0,3,1,10,29,71,156,417,846,1678,3827,8795,850004
10,71,223,700,1912,4447,8238,11506,9785,6103,2010,459,79,9,1,0,0,0,0,0,2,13,156,1173,5619,869084,7,83,208,562,1140,2271,4652,8481,10304,9495,6107,1817,367,52,4,3,0,0,0,0,0,9,113,984,5107,869834,11535,9545,6408,4345,4622,5484,2148,949,360,116,29,11,1,0,1,3,4,15,53,167,400,879,1970,4116,8318,860121
38,155,579,1119,1792,2793,4493,6580,8580,8674,1944,414,60,4,1,0,0,0,0,0,1,10,162,1126,5787,877288,17,104,326,781,1268,1937,2857,4409,6400,8551,8099,1988,429,55,4,1,0,0,0,0,0,6,110,933,5179,878146,12191,8371,5314,3491,2680,2150,1560,941,367,123,30,8,0,0,0,0,9,23,63,147,406,961,2059,4008,8325,868373
8,29,100,458,1437,2460,3054,4764,6766,4518,1215,280,56,4,1,0,0,0,0,0,0,12,121,677,3581,892059,2,25,98,353,787,1495,2199,2935,4764,6186,4516,1438,302,46,4,0,0,0,0,0,0,7,73,553,3119,892698,7139,6943,4179,2423,1778,1273,784,371,160,60,32,6,2,0,0,1,1,18,35,101,292,602,1380,2684,5577,885759
11,84,305,1005,2364,4574,7630,10939,11378,6937,2265,508,78,5,0,0,0,0,0,0,1,19,222,1586,7831,863858,7,58,248,666,1545,2765,5008,7301,10042,10132,7426,2283,530,71,1,0,0,0,0,0,0,10,159,1209,6909,865230,13389,9574,6923,4955,4293,3888,2693,1489,606,201,59,10,3,0,2,7,13,32,100,214,601,1091,2382,4982,10866,853227
247,1052,5174,9938,15739,15060,16454,10673,5727,1439,392,98,8,0,0,0,0,0,0,0,1,21,261,1608,7731,829977,29,212,749,2409,6845,8820,9946,12699,13664,13571,10427,2095,448,84,3,0,0,0,0,0,0,8,133,1056,5757,832645,45068,14816,4819,4652,3504,3657,3243,1446,574,165,42,12,3,0,0,3,6,32,52,112,247,479,1217,3193,8234,826024
254,837,2070,9692,30503,19205,12834,6525,2424,971,274,39,5,0,0,0,0,0,0,0,3,32,341,1900,9285,824406,32,208,740,1606,5726,13174,12416,13614,13250,11637,9493,3009,619,97,12,0,0,0,0,0,1,8,173,1197,6674,827914,39142,14139,3988,6310,10855,6207,2978,1272,468,201,57,16,0,0,1,3,10,22,74,114,276,452,1063,2939,9218,821795
193,596,1914,6146,21646,21792,25217,15343,5346,2122,528,89,13,1,0,0,0,0,0,0,8,34,370,2157,9920,808165,17,180,593,1709,3958,12234,12806,10890,12508,18851,19694,6221,1085,185,14,1,0,0,0,0,0,9,141,1118,6448,812938,51223,17406,5871,5580,9710,7234,2135,1116,449,159,52,11,1,0,2,3,19,45,126,270,542,1013,2118,4503,10055,801957
310,1098,2930,5164,17397,17561,21074,14036,4878,1862,478,83,9,0,0,0,0,0,0,0,7,37,316,1875,8919,823566,38,228,897,2287,4493,11377,13750,9172,8441,14422,16231,4474,915,149,6,0,0,0,0,0,1,11,132,986,5480,828110,29515,18607,6962,5689,9740,9893,4280,1492,484,158,40,16,4,0,0,2,19,33,118,248,473,753,1576,3827,8707,818964
164,607,2077,6044,21739,29018,38953,22915,6592,2264,521,68,7,0,0,0,0,0,0,0,6,38,396,2292,10468,777431,31,180,658,1707,4423,13236,9743,16768,19522,30369,26029,6915,1193,179,15,1,0,0,0,0,0,4,133,1131,6140,783223,53294,32674,9395,9858,13489,6934,3186,1452,478,157,44,6,2,0,1,1,22,40,146,267,542,999,2224,4809,10036,771544
180,777,3529,6281,15152,31575,39549,38332,17165,6045,1539,262,23,1,0,0,0,0,0,1,3,67,572,3439,16164,740944,20,162,570,1923,4829,8687,16078,19022,26807,33471,33830,12195,2403,381,32,0,0,0,0,0,0,8,192,1630,9153,750207,50154,44179,19601,11685,11705,11504,7046,3158,992,283,82,19,2,0,2,5,33,71,234,505,1197,2137,3967,7450,14698,730891
194,731,4239,11529,27154,37005,39438,27229,5517,1548,342,53,4,0,0,0,0,0,0,0,3,26,258,1590,7382,757358,28,178,638,1721,4677,11540,18238,22470,25973,29441,32638,6474,815,141,10,1,0,0,0,0,1,4,99,792,4729,760992,92019,41363,8002,4406,2628,2250,2083,1368,663,167,33,1,0,0,0,3,10,31,116,191,364,619,1339,3186,7747,753011
244,814,2680,6022,12738,17815,28380,22362,7212,2257,533,64,14,0,0,0,0,0,0,0,3,40,381,2059,9422,808560,34,188,712,1828,3465,7198,10908,11201,11986,18441,24540,8789,1587,235,22,1,0,0,0,0,1,7,108,924,5174,814251,46521,24260,7817,5023,5312,6078,3977,1479,477,148,34,8,1,0,1,4,14,51,152,323,611,1057,2037,4079,8274,803862
433,1384,3770,11607,23981,24237,22212,14911,4344,1465,348,54,6,0,0,0,0,0,0,0,8,43,306,1826,8762,801903,30,249,895,2495,6585,15311,11044,15239,17279,20560,13573,4753,616,119,4,0,0,0,0,0,0,10,110,921,4942,806865,38570,21529,7833,11354,13852,8756,4270,1808,561,164,49,5,1,0,0,0,8,28,48,123,277,628,1430,3574,8422,798310
347,1047,2967,6743,18413,21594,21652,14727,5089,1701,414,53,3,0,0,0,0,0,0,0,3,50,443,2392,10569,813393,33,181,683,1705,3489,9917,14531,10229,11427,16305,17078,7444,1441,264,22,1,0,0,0,0,0,8,125,1021,5600,820096,37894,17067,7092,6502,9923,9794,3918,1677,652,178,41,7,4,0,1,8,25,60,176,250,509,933,1949,4064,8861,810015
237,964,4771,7833,10728,18581,22716,20633,13347,3819,937,166,24,1,0,0,0,0,0,0,0,28,180,1104,5499,810032,46,302,955,4486,6933,8106,13041,17625,21963,19275,9427,2122,415,59,2,0,0,0,0,0,0,10,95,684,4096,811958,34709,36265,17846,6205,3711,2803,1821,871,348,139,32,5,2,0,0,1,8,22,92,171,422,745,1521,3493,6636,803732
198,843,4315,6885,8611,9333,13089,14629,10094,3773,833,172,19,0,0,0,0,0,0,0,1,10,132,962,4390,843311,45,241,907,3859,6698,7160,8959,10943,13121,13248,6101,1220,259,31,2,0,0,0,0,0,0,6,80,672,3512,844536,24784,21318,13106,5308,3297,2411,1459,664,299,109,32,6,1,0,0,2,3,14,44,99,256,613,1365,2982,5705,837723
167,744,4140,7982,9179,11294,15574,17657,11477,3554,897,159,21,0,0,0,0,0,0,0,0,13,190,1184,6025,831343,41,258,1036,4167,7217,8441,11091,12655,15217,14606,6359,1441,282,33,1,0,0,0,0,0,0,8,107,873,4928,832839,27730,24871,14404,5796,4102,2668,1669,956,436,156,45,9,3,0,0,1,5,23,59,128,296,700,1613,3576,7764,824590
183,593,1999,6372,12108,17791,31328,33365,14457,4523,1146,178,26,0,0,0,0,0,0,0,1,31,303,2090,9936,785170,51,285,1072,3751,4787,6516,9718,12208,23371,32761,23332,4990,1055,155,16,1,0,0,0,0,0,10,124,1082,6237,790078,33910,42321,25951,8820,6266,3570,1726,888,395,154,55,10,3,0,0,2,14,39,152,334,705,1437,2791,5582,10521,775954
180,727,2897,8099,16269,25570,36505,31254,12507,3737,991,143,15,0,0,0,0,0,0,0,3,24,280,1827,8685,771887,56,318,1132,3226,5865,9873,12112,17417,25642,35653,22330,4283,857,122,8,0,0,0,0,0,0,9,113,998,5957,775629,54616,51459,19396,5500,3484,2028,1230,689,335,121,30,6,0,0,0,2,10,52,134,291,669,1186,2437,5001,9897,763027
220,743,2385,6170,10302,17759,25963,22535,12348,3275,899,148,17,0,0,0,0,0,0,0,1,25,220,1385,6580,810625,39,216,649,2182,4283,6955,8620,14057,22654,25120,14911,2520,495,62,1,0,0,0,0,0,0,6,92,889,4727,813122,32243,40779,17058,5529,3081,1898,1194,581,268,86,36,8,1,2,0,0,4,11,47,190,399,921,1921,3882,8005,803456
119,392,1565,3144,4932,12032,11182,8700,4917,1728,454,74,11,0,0,0,0,0,0,0,1,22,133,870,3987,867337,14,75,266,800,2163,3631,6089,11890,11187,7888,4086,936,197,27,1,0,0,0,0,0,0,6,69,532,2957,868786,17628,16059,6372,2581,3069,1737,978,506,229,70,17,3,1,0,0,0,2,6,31,76,225,473,1057,2330,5276,862874
219,691,2775,4741,9885,14179,18215,19633,10456,3453,983,158,22,0,0,0,0,0,0,0,0,16,201,1435,6074,828464,35,218,672,1705,3756,6761,10106,12469,16092,19078,11086,2744,593,88,7,0,0,0,0,0,0,1,96,850,4251,830992,34218,30627,10313,4190,2645,1651,927,491,225,87,28,8,0,0,0,0,11,34,115,249,512,947,1931,3589,6571,822231
221,774,2462,5428,11563,17043,23312,21017,10109,2785,813,118,17,0,0,0,0,0,0,0,0,13,151,1172,5256,819346,46,229,775,1832,4169,7808,12325,14695,19681,20762,10525,2240,512,57,6,0,0,0,0,0,0,4,69,684,3678,821503,39323,35982,11245,3923,2360,1397,798,362,178,60,24,7,2,1,0,1,7,36,97,226,439,781,1612,2880,5636,814223
208,718,2541,7031,12897,17707,25314,23840,13050,2984,794,119,17,0,0,0,0,0,0,0,0,10,164,1087,5223,807896,41,215,742,2173,4519,9916,12649,15561,22542,22920,12917,2435,526,60,4,0,0,0,0,0,0,1,61,681,3576,810061,43600,41217,13504,4237,2076,1206,729,390,166,63,23,7,2,0,0,4,5,30,91,183,418,724,1456,2892,5999,802578
15,127,451,3479,4100,4369,8272,8647,4731,3982,5363,8232,12911,17489,15990,5267,1024,248,44,11,1,31,291,2119,11536,802870,791,1518,4199,4660,5916,10432,14935,18323,16503,16806,7243,2580,713,121,11,1,0,0,0,0,4,38,426,2752,12649,800979,55954,12553,6720,5378,5825,5583,6271,3928,1762,543,160,62,12,8,16,55,98,165,300,448,895,1348,2504,5418,13150,792444
7,69,269,1805,5158,5096,6827,6169,5829,6103,8570,14392,20101,22748,11883,2210,389,63,13,0,0,20,259,2123,11634,789863,159,972,3978,4835,6302,10910,14439,19367,24952,21383,7239,2428,626,97,14,0,0,0,0,0,1,39,401,2957,13592,786909,60768,14877,9035,9027,7563,5686,4357,3730,1795,613,176,58,16,10,16,49,94,214,323,466,822,1311,2539,5803,14466,777786
27,292,786,1763,2600,2773,3766,6098,6454,6920,10466,17424,24941,33306,14589,2510,409,58,3,1,1,18,208,1500,8897,775790,1156,2242,2932,4310,6462,8982,14818,25368,31906,24325,9394,2491,652,128,20,0,0,0,0,0,3,39,321,1953,9754,774344,88603,13471,6838,7226,5112,3847,4256,3662,1536,469,107,47,8,5,11,19,66,110,226,362,729,1089,2119,4463,11105,766114
16,151,480,1110,2981,5270,7701,7386,5380,4824,5823,10104,19196,21266,16626,3941,714,159,23,2,4,37,345,2396,13234,792431,903,1156,1667,2697,6719,11788,15462,25497,22426,16225,5818,2160,530,94,10,1,0,0,0,0,3,50,474,2902,14446,790572,62114,13920,7164,6171,5178,4311,5816,5226,2322,667,187,63,10,6,9,29,71,147,289,429,863,1179,2296,5663,15409,782061
20,131,428,910,2348,4682,7780,7430,4617,5479,7279,10404,15229,17677,9074,1571,256,54,1,1,2,27,263,2003,10858,813076,717,1186,1760,2592,3669,6405,12873,21918,21376,14559,5757,1963,493,91,11,1,0,0,0,0,2,40,316,2186,11116,812569,48723,11706,4890,4086,5767,4905,6195,6106,2168,612,167,39,6,2,6,26,62,70,167,331,550,857,1745,4386,12462,805566
7,104,278,1377,2783,4344,8553,7113,4884,4954,6034,7926,13179,15646,11505,2931,488,79,9,1,0,28,253,1753,9721,817650,541,924,1286,2590,5599,7447,11723,17696,18582,16298,6860,2022,522,89,16,0,0,0,0,0,1,32,302,2056,10110,816904,49090,10563,4847,4196,4077,5184,4582,6831,2075,584,125,31,8,1,13,21,56,86,177,311,602,990,1856,4099,11120,810075
23,148,416,1721,6800,5615,4475,4128,4058,5086,10100,18194,29968,29868,11326,3067,535,117,18,2,1,17,184,1401,7663,776669,470,1109,2706,7364,10582,13497,18676,19810,26415,23598,7976,2618,700,124,20,0,0,0,0,0,2,27,362,2152,9832,773560,88673,16598,9944,7548,5208,3286,2037,1318,645,268,95,28,16,10,21,57,122,251,382,561,822,1098,2164,4291,9414,766743
5,63,250,3014,4070,6822,11973,9297,7843,7260,9249,13699,15829,10233,4617,926,172,18,4,1,2,28,347,2539,13544,799795,121,269,574,3153,4489,10892,15634,24034,22655,15991,5476,1603,372,72,10,0,0,0,0,0,3,31,381,2646,13313,799881,36925,7710,7665,8976,7229,8769,11284,11342,4066,1119,217,33,10,1,6,18,33,52,134,239,547,940,2156,5947,15625,790557
23,154,612,2766,3726,5681,6877,7850,8165,9433,12684,14692,19215,22027,11924,2468,506,87,11,2,0,34,370,2664,14070,775559,614,1178,2030,4301,9457,13462,16188,21145,26204,21901,8611,2895,774,124,19,0,0,0,0,0,1,36,516,3390,16279,772475,71735,12626,6781,7274,8562,7832,6988,4195,1952,714,172,60,11,5,9,43,104,207,340,531,891,1306,2837,6616,17295,762514
26,213,615,1699,4968,14567,26067,17444,14388,15616,22181,17166,14103,14930,10566,2534,573,120,22,3,4,45,660,4380,22389,716321,725,1225,3646,6810,13010,22367,34097,38730,29459,18017,6908,2112,578,102,13,1,0,0,0,0,1,43,550,3881,19579,719746,92499,12265,5826,8204,8996,9155,10815,16196,10980,2330,437,82,14,4,16,39,63,141,225,373,632,1115,2312,6568,20822,711491
1,11,60,331,1085,1522,2837,4812,5161,5089,5472,6291,8849,14364,15973,9596,3575,818,189,38,9,56,461,3193,17457,814350,58,186,738,1471,3290,4409,7225,10937,17212,22073,11985,4766,1437,256,39,0,0,0,0,0,2,70,598,4215,19783,810850,42858,10755,6704,5432,5437,5130,4170,2936,1595,680,247,114,22,16,32,57,131,300,506,844,1525,2426,4640,10393,23284,791366
